,Soundfile,Left time (sec),Right time (sec),Top freq (Hz),Bottom freq (Hz),Species,Call Type,Comments,Unnamed: 8
238,ICLISTENHF1251_20130623T075000.115Z.wav,250.54885,251.58022,6607.51,772.58,Oo,PC,BKW,
239,ICLISTENHF1251_20130623T075000.115Z.wav,252.10495,252.70205,4091.39,876.98,Oo,PC,BKW,
240,ICLISTENHF1251_20130623T075000.115Z.wav,255.41615,256.95416,5155.21,434.41,Oo,PC,BKW,
241,ICLISTENHF1251_20130623T075000.115Z.wav,261.31484,262.40048,2821.38,704.53,Oo,PC,BKW,
242,ICLISTENHF1251_20130623T075000.115Z.wav,275.2111,275.89866,6865.26,2117.61,Oo,,BKW,
243,ICLISTENHF1251_20130623T075000.115Z.wav,276.06151,276.49578,4443.66,2430.07,Oo,,BKW,
244,ICLISTENHF1251_20130623T075000.115Z.wav,277.09287,278.08806,10798.44,3358.94,Oo,PC,BKW,
245,ICLISTENHF1251_20130623T075000.115Z.wav,277.94331,279.06513,4443.66,846.02,Oo,PC,BKW,
246,ICLISTENHF1251_20130623T075000.115Z.wav,284.25814,285.52473,10671.74,1102.14,Oo,PC,BKW,
247,ICLISTENHF1251_20130623T075000.115Z.wav,285.9047,286.538,3710.13,318.61,Oo,PC,BKW,
248,ICLISTENHF1251_20130623T075000.115Z.wav,286.93606,288.76357,12419.24,368.94,Oo,PC,BKW,
249,ICLISTENHF1251_20130623T075500.116Z.wav,2.24367,3.67309,11585.24,678.75,Oo,PC,BKW,
250,ICLISTENHF1251_20130623T075500.116Z.wav,8.06996,9.24608,4323.52,2150.58,Oo,PC,BKW,
251,ICLISTENHF1251_20130623T075500.116Z.wav,9.22798562,11.03738999,5086.84,801.29,Oo,W,BKW,
252,ICLISTENHF1251_20130623T075500.116Z.wav,11.61641,13.1725,8081.16,861.39,Oo,PC,BKW,
253,ICLISTENHF1251_20130623T075500.116Z.wav,13.87817,16.46562,13920.26,480.04,Oo,PC,BKW,
254,ICLISTENHF1251_20130623T075500.116Z.wav,17.04463,19.5959,14561.54,3080.4,Oo,W,BKW,
255,ICLISTENHF1251_20130623T075500.116Z.wav,20.28346992,22.25572991,12708.12,2321.92,Oo,W,BKW,
256,ICLISTENHF1251_20130623T075500.116Z.wav,22.20144749,23.39565992,12135.86,1242.08,Oo,,BKW,
257,ICLISTENHF1251_20130623T075500.116Z.wav,30.19903,33.0217,11450.88,443.23,Oo,,BKW,
258,ICLISTENHF1251_20130623T075500.116Z.wav,42.79252,44.89144,7313.45,678.75,Oo,,BKW,
259,ICLISTENHF1251_20130623T075500.116Z.wav,44.92762,46.24849,7785.76,786.83,Oo,PC,BKW,
260,ICLISTENHF1251_20130623T075500.116Z.wav,73.06392,74.85525,11317.83,2183.98,Oo,,BKW,
261,ICLISTENHF1251_20130623T075500.116Z.wav,84.68034,85.72979,6357.87,4148.43,Oo,,BKW,
262,ICLISTENHF1251_20130623T075500.116Z.wav,99.82509,101.94209,15397.59,772.58,Oo,,BKW,
263,ICLISTENHF1251_20130623T075500.116Z.wav,133.91435,135.25332,4443.66,666.16,Oo,,BKW,
264,ICLISTENHF1251_20130623T075500.116Z.wav,138.03981,138.79975,6357.87,908.88,Oo,,BKW,
265,ICLISTENHF1251_20130623T075500.116Z.wav,139.05308,140.12063,5155.21,305.32,Oo,,BKW,
266,ICLISTENHF1251_20130623T075500.116Z.wav,141.15199,142.02051,4504.76,641.55,Oo,,BKW,
267,ICLISTENHF1251_20130623T075500.116Z.wav,146.30881,147.5573,6953.01,731.13,Oo,,BKW,
268,ICLISTENHF1251_20130623T075500.116Z.wav,147.19542,148.33534,5805.79,830.89,Oo,,BKW,
269,ICLISTENHF1251_20130623T075500.116Z.wav,148.10012,148.66104,2619.63,958.54,Oo,,BKW,
270,ICLISTENHF1251_20130623T075500.116Z.wav,148.73341,149.94571,5224.35,470.61,Oo,,BKW,
271,ICLISTENHF1251_20130623T075500.116Z.wav,150.63329,151.82749,5882.12,717.73,Oo,PC,BKW,
272,ICLISTENHF1251_20130623T075500.116Z.wav,152.56935,153.41978,6195.85,704.53,Oo,PC,BKW,
273,ICLISTENHF1251_20130623T075500.116Z.wav,153.3655,155.03016,7131.33,666.16,Oo,PC,BKW,
274,ICLISTENHF1251_20130623T075500.116Z.wav,156.91193,158.14234,5086.84,519.35,Oo,PC,BKW,
275,ICLISTENHF1251_20130623T075500.116Z.wav,158.03378,159.40892,5959.28,425.73,Oo,PC,BKW,
276,ICLISTENHF1251_20130623T075500.116Z.wav,160.25935,162.30398,4886.22,617.71,Oo,PC,BKW,
277,ICLISTENHF1251_20130623T075500.116Z.wav,164.55081,165.25648,1698.46,666.16,Oo,,BKW,
278,ICLISTENHF1251_20130623T075500.116Z.wav,165.99834,167.21065,6778.43,384.48,Oo,PC,BKW,
279,ICLISTENHF1251_20130623T075500.116Z.wav,167.0116,168.67626,6523.4,1263.22,Oo,,BKW,
280,ICLISTENHF1251_20130623T075500.116Z.wav,169.25528,172.04177,8700.02,529.59,Oo,PC,BKW,
281,ICLISTENHF1251_20130623T075500.116Z.wav,172.05986,173.85118,6607.51,629.54,Oo,PC,BKW,
282,ICLISTENHF1251_20130623T075500.116Z.wav,175.53393,177.68712,7405.95,691.54,Oo,PC,BKW,
283,ICLISTENHF1251_20130623T075500.116Z.wav,178.75468,180.81739,6778.43,617.71,Oo,PC,BKW,
284,ICLISTENHF1251_20130623T075500.116Z.wav,183.11535,185.19616,8489.49,400.56,Oo,,BKW,
285,ICLISTENHF1251_20130623T075500.116Z.wav,185.1238,185.95612,4629.05,892.8,Oo,,BKW,
286,ICLISTENHF1251_20130623T075500.116Z.wav,187.8741,188.45311,5959.28,815.98,Oo,PC,BKW,
287,ICLISTENHF1251_20130623T075500.116Z.wav,188.50739,189.91873,6523.4,392.45,Oo,PC,BKW,
288,ICLISTENHF1251_20130623T075500.116Z.wav,190.80534,192.83188,4820.85,666.16,Oo,PC,BKW,
289,ICLISTENHF1251_20130623T075500.116Z.wav,192.84997,194.65938,6440.19,617.71,Oo,PC,BKW,
290,ICLISTENHF1251_20130623T075500.116Z.wav,195.36505,196.86686,10546.29,1200.66,Oo,PC,BKW,
291,ICLISTENHF1251_20130623T075500.116Z.wav,198.62199,199.74382,6195.85,678.75,Oo,PC,BKW,
292,ICLISTENHF1251_20130623T075500.116Z.wav,199.63525,201.48084,3924.17,529.59,Oo,PC,BKW,
293,ICLISTENHF1251_20130623T075500.116Z.wav,203.7969,204.81016,7981.67,731.13,Oo,PC,BKW,
294,ICLISTENHF1251_20130623T075500.116Z.wav,208.60991,209.76794,5959.28,678.75,Oo,PC,BKW,
295,ICLISTENHF1251_20130623T075500.116Z.wav,213.2782,214.99714,5508.68,772.58,Oo,PC,BKW,
296,ICLISTENHF1251_20130623T075500.116Z.wav,215.01523,215.61234,5019.22,758.55,Oo,PC,BKW,
297,ICLISTENHF1251_20130623T075500.116Z.wav,216.35419,217.49412,4091.39,892.8,Oo,PC,BKW,
298,ICLISTENHF1251_20130623T075500.116Z.wav,218.29025,219.95491,4091.39,731.13,Oo,PC,BKW,
299,ICLISTENHF1251_20130623T075500.116Z.wav,221.04056,222.16239,7499.42,1160.41,Oo,PC,BKW,
300,ICLISTENHF1251_20130623T075500.116Z.wav,222.54237,223.91752,4035,861.39,Oo,PC,BKW,
301,ICLISTENHF1251_20130623T075500.116Z.wav,224.73176,225.78121,1467.44,717.73,Oo,,BKW,
302,ICLISTENHF1251_20130623T075500.116Z.wav,226.68591,227.22873,4566.55,691.54,Oo,PC,BKW,
303,ICLISTENHF1251_20130623T075500.116Z.wav,227.46396,228.06107,3762.7,1443.47,Oo,,BKW,
304,ICLISTENHF1251_20130623T075500.116Z.wav,229.00196,231.13706,6440.19,641.55,Oo,PC,BKW,
305,ICLISTENHF1251_20130623T075500.116Z.wav,234.26733,236.02246,7041.7,434.41,Oo,PC,BKW,
306,ICLISTENHF1251_20130623T075500.116Z.wav,236.04056,237.39762,4091.39,744.73,Oo,PC,BKW,
307,ICLISTENHF1251_20130623T075500.116Z.wav,237.83188,238.51945,3505.89,786.83,Oo,PC,BKW,
308,ICLISTENHF1251_20130623T075500.116Z.wav,238.5375466,239.69557,5155.21,641.55,Oo,PC,BKW,
309,ICLISTENHF1251_20130623T075500.116Z.wav,240.14791,241.7402,7499.42,975.59,Oo,PC,BKW,
310,ICLISTENHF1251_20130623T075500.116Z.wav,241.48688,243.07916,7981.67,606.07,Oo,PC,BKW,
311,ICLISTENHF1251_20130623T075500.116Z.wav,247.36746,248.68833,8489.49,691.54,Oo,PC,BKW,
312,ICLISTENHF1251_20130623T075500.116Z.wav,249.23115,250.37108,4756.18,1242.08,Oo,PC,BKW,
313,ICLISTENHF1251_20130623T075500.116Z.wav,253.42898,255.74503,6953.01,641.55,Oo,PC,BKW,
314,ICLISTENHF1251_20130623T075500.116Z.wav,256.55926,257.31921,2948.52,1419.84,Oo,PC,BKW,
315,ICLISTENHF1251_20130623T075500.116Z.wav,257.40968,258.02488,3125.44,2117.61,Oo,,BKW,
316,ICLISTENHF1251_20130623T075500.116Z.wav,259.58096,260.6847,6865.26,583.34,Oo,PC,BKW,
317,ICLISTENHF1251_20130623T075500.116Z.wav,262.04176,264.12258,8806.9,594.61,Oo,PC,BKW,
318,ICLISTENHF1251_20130623T075500.116Z.wav,269.74985,271.23356,4629.05,434.41,Oo,PC,BKW,
319,ICLISTENHF1251_20130623T075500.116Z.wav,274.59907,275.86565,5730.29,772.58,Oo,PC,BKW,
320,ICLISTENHF1251_20130730T072320.089Z.wav,156.76081,157.75239,5155.21,717.73,Oo,PC,SRKW,
321,ICLISTENHF1251_20130730T074820.094Z.wav,202.09288,203.32328,4206.13,606.07,Oo,PC,SRKW,
322,ICLISTENHF1251_20130730T074820.094Z.wav,206.10977,207.06876,4206.13,339.43,Oo,PC,SRKW,
323,ICLISTENHF1251_20130730T074820.094Z.wav,277.81664,278.66707,4756.18,392.45,Oo,PC,SRKW,
324,ICLISTENHF1251_20130730T074820.094Z.wav,281.67068,282.5573,5294.26,941.74,Oo,PC,SRKW,
325,ICLISTENHF1251_20130730T074820.094Z.wav,287.117,287.91314,4886.22,1396.52,Oo,PC,SRKW,
326,ICLISTENHF1251_20130730T074820.094Z.wav,292.3462,293.50421,3556.05,519.35,Oo,PC,SRKW,
327,ICLISTENHF1251_20130730T075320.095Z.wav,17.1351,18.13028,4756.18,653.76,Oo,PC,SRKW,
328,ICLISTENHF1251_20130730T080820.097Z.wav,22.97948,23.81182,4091.39,332.37,Oo,PC,SRKW,
329,ICLISTENHF1251_20130730T080820.097Z.wav,24.4994,25.31363,5959.28,786.83,Oo,PC,SRKW,
330,ICLISTENHF1251_20130730T080820.097Z.wav,25.98311,26.65259,5086.84,691.54,Oo,PC,SRKW,
331,ICLISTENHF1251_20130730T080820.097Z.wav,26.7068758,27.90108991,5655.61,594.61,Oo,PC,SRKW,
332,ICLISTENHF1251_20130730T080820.097Z.wav,30.39807,31.03136,6692.51,629.54,Oo,PC,SRKW,
333,ICLISTENHF1251_20130730T080820.097Z.wav,30.99517,32.18938,8489.49,861.39,Oo,PC,SRKW,
334,ICLISTENHF1251_20130730T080820.097Z.wav,35.53679,36.31483,5959.28,958.54,Oo,PC,SRKW,
335,ICLISTENHF1251_20130730T080820.097Z.wav,71.41737,72.66585,5730.29,1516.37,Oo,PC,SRKW,
336,ICLISTENHF1251_20130730T080820.097Z.wav,82.67189,84.89747,6116.14,830.89,Oo,PC,SRKW,
337,ICLISTENHF1251_20130730T080820.097Z.wav,103.82388,104.92762,5019.22,1644.67,Oo,PC,SRKW,
338,ICLISTENHF1251_20130730T080820.097Z.wav,278.03378,279.24608,5959.28,744.73,Oo,PC,SRKW,
339,ICLISTENHF1251_20130730T080820.097Z.wav,287.76839,289.32449,5581.74,1064.66,Oo,PC,SRKW,
340,ICLISTENHF1251_20130730T081320.098Z.wav,9.57177,10.60314,5730.29,1725.9,Oo,PC,SRKW,
341,ICLISTENHF1251_20130730T081320.098Z.wav,18.14836,19.08925,6865.26,550.57,Oo,PC,SRKW,
342,ICLISTENHF1251_20130730T081320.098Z.wav,23.70326,24.87937,5436.42,758.55,Oo,PC,SRKW,
343,ICLISTENHF1251_20130730T081320.098Z.wav,27.62966,28.57057,5086.84,1102.14,Oo,PC,SRKW,
344,ICLISTENHF1251_20130730T081320.098Z.wav,32.4427,33.41978,4148.43,975.59,Oo,PC,SRKW,
345,ICLISTENHF1251_20130730T081320.098Z.wav,44.00483,44.85525,5730.29,2286.77,Oo,PC,SRKW,
346,ICLISTENHF1251_20130730T081320.098Z.wav,52.56332,53.50422,5805.79,1328.48,Oo,PC,SRKW,
347,ICLISTENHF1251_20130730T081320.098Z.wav,53.2328,54.31846,5730.29,1180.39,Oo,PC,SRKW,
348,ICLISTENHF1251_20130730T081320.098Z.wav,56.41737,57.57538,7041.7,1284.67,Oo,PC,SRKW,
349,ICLISTENHF1251_20130730T081320.098Z.wav,69.35464,70.18697,6276.42,1618.31,Oo,PC,SRKW,
350,ICLISTENHF1251_20130730T081320.098Z.wav,74.78287,75.41616,5086.84,1419.84,Oo,PC,SRKW,
351,ICLISTENHF1251_20130730T081320.098Z.wav,125.69964,126.67672,2542.38,368.94,Oo,PC,SRKW,
352,ICLISTENHF1251_20130730T081320.098Z.wav,173.43184,174.4813,5730.29,641.55,Oo,PC,SRKW,
353,ICLISTENHF1251_20130730T081320.098Z.wav,176.29071,177.03256,5805.79,1284.67,Oo,PC,SRKW,
354,ICLISTENHF1251_20130730T081320.098Z.wav,176.924,177.8468,6523.4,1121.28,Oo,PC,SRKW,
355,ICLISTENHF1251_20130730T081320.098Z.wav,179.89144,180.77805,5224.35,1028.25,Oo,PC,SRKW,
356,ICLISTENHF1251_20130730T081320.098Z.wav,180.45235,181.33896,4443.66,1083.26,Oo,PC,SRKW,
357,ICLISTENHF1251_20130730T081320.098Z.wav,183.31122,184.01689,5581.74,1064.66,Oo,PC,SRKW,
358,ICLISTENHF1251_20130730T081320.098Z.wav,183.9807,184.70446,4886.22,1242.08,Oo,PC,SRKW,
359,ICLISTENHF1251_20130730T081320.098Z.wav,232.6538,233.35946,5294.26,1443.47,Oo,PC,SRKW,
360,ICLISTENHF1251_20130730T081320.098Z.wav,237.5573,238.29915,6357.87,1566.65,Oo,PC,SRKW,
361,ICLISTENHF1251_20130730T081320.098Z.wav,249.08323,250.24125,5436.42,1140.7,Oo,PC,SRKW,
362,ICLISTENHF1251_20130730T081320.098Z.wav,265.65741,266.38117,5019.22,1200.66,Oo,PC,SRKW,
363,ICLISTENHF1251_20130730T081320.098Z.wav,269.60193,270.43426,4323.52,1928.52,Oo,PC,SRKW,
364,ICLISTENHF1251_20130730T081320.098Z.wav,275.57298,276.36912,5155.21,861.39,Oo,PC,SRKW,
365,ICLISTENHF1251_20130730T081320.098Z.wav,291.80338,293.30519,4148.43,1618.31,Oo,PC,SRKW,
366,ICLISTENHF1251_20130730T081820.100Z.wav,11.41737,12.50301,4629.05,641.55,Oo,PC,SRKW,
367,ICLISTENHF1251_20130730T081820.100Z.wav,54.24607,56.6345,5436.42,1160.41,Oo,PC,SRKW,
368,ICLISTENHF1251_20130730T081820.100Z.wav,58.87817,60.14475,7041.7,830.89,Oo,PC,SRKW,
369,ICLISTENHF1251_20130730T081820.100Z.wav,60.28951,60.9228,7313.45,470.61,Oo,PC,SRKW,
370,ICLISTENHF1251_20130730T081820.100Z.wav,61.44753,62.11701,7499.42,400.56,Oo,PC,SRKW,
371,ICLISTENHF1251_20130730T081820.100Z.wav,72.08685,73.1182,6607.51,499.37,Oo,PC,SRKW,
372,ICLISTENHF1251_20130730T081820.100Z.wav,157.94234,159.87841,3979.27,830.89,Oo,PC,SRKW,
373,ICLISTENHF1251_20130730T081820.100Z.wav,168.23788,169.16068,3815.9,1467.44,Oo,PC,SRKW,
374,ICLISTENHF1251_20130730T081820.100Z.wav,250.72883,251.25356,4692.26,1102.14,Oo,PC,SRKW,
375,ICLISTENHF1251_20130730T081820.100Z.wav,254.74572,255.86755,6037.29,925.19,Oo,PC,SRKW,
376,ICLISTENHF1251_20130730T082320.101Z.wav,4.77684,5.59107,4629.05,717.73,Oo,PC,SRKW,
377,ICLISTENHF1251_20130730T082320.101Z.wav,5.73583,6.49578,6778.43,594.61,Oo,PC,SRKW,
378,ICLISTENHF1251_20130730T082320.101Z.wav,11.25452,12.19541,5364.95,744.73,Oo,PC,SRKW,
379,ICLISTENHF1251_20130730T082320.101Z.wav,14.20386,15.05428,5581.74,717.73,Oo,PC,SRKW,
380,ICLISTENHF1251_20130730T082320.101Z.wav,83.66706,84.87937,6037.29,1242.08,Oo,PC,SRKW,
381,ICLISTENHF1251_20130730T082820.102Z.wav,50.8263,51.83957,5882.12,1516.37,Oo,PC,SRKW,
382,ICLISTENHF1251_20130730T082820.102Z.wav,89.52955,90.30759,5436.42,1373.52,Oo,PC,SRKW,
383,ICLISTENHF1251_20130730T082820.102Z.wav,118.84198,119.63812,5959.28,758.55,Oo,PC,SRKW,
384,ICLISTENHF1251_20130730T083820.104Z.wav,8.73944,9.22799,4886.22,1121.28,Oo,PC,SRKW,
385,ICLISTENHF1251_20130730T085320.107Z.wav,185.91677,186.94813,5155.21,744.73,Oo,PC,SRKW,
386,ICLISTENHF1251_20130730T085320.107Z.wav,205.62123,207.24969,5294.26,606.07,Oo,PC,SRKW,
387,ICLISTENHF1251_20130730T090320.108Z.wav,78.32931,79.19782,6195.85,1491.74,Oo,PC,SRKW,
388,ICLISTENHF1251_20130730T090320.108Z.wav,79.30638,80.53679,6037.29,1419.84,Oo,PC,SRKW,
389,ICLISTENHF1251_20130730T090320.108Z.wav,87.39445,88.08203,4820.85,1443.47,Oo,PC,SRKW,
390,ICLISTENHF1251_20130730T090320.108Z.wav,89.76478,90.45235,6523.4,1263.22,Oo,PC,SRKW,
391,ICLISTENHF1251_20130730T090320.108Z.wav,97.10163,97.84349,13267.88,5179.43,Oo,BZ,SRKW,
392,ICLISTENHF1251_20130730T090320.108Z.wav,97.85282,98.79373,4383.25,1698.46,Oo,PC,SRKW,
393,ICLISTENHF1251_20130730T090320.108Z.wav,98.16919,99.27293,13622.63,4469.93,Oo,BZ,SRKW,
394,ICLISTENHF1251_20130730T090320.108Z.wav,99.49004,101.84229,13125.98,3760.41,Oo,BZ,SRKW,
395,ICLISTENHF1251_20130730T090320.108Z.wav,159.96984,161.2907,6116.14,846.02,Oo,PC,SRKW,
396,ICLISTENHF1251_20130730T090320.108Z.wav,232.21019,232.69874,6598.46,993.32,Oo,PC,SRKW,
397,ICLISTENHF1251_20130730T090320.108Z.wav,233.56725,234.88812,5676.1,1135.22,Oo,PC,SRKW,
398,ICLISTENHF1251_20130730T090820.109Z.wav,74.04101,74.63812,8914.87,1160.41,Oo,PC,SRKW,
399,ICLISTENHF1251_20130730T090820.109Z.wav,74.60192,75.18094,5436.42,678.75,Oo,PC,SRKW,
400,ICLISTENHF1251_20130730T090820.109Z.wav,171.96622,173.66706,5436.42,561.32,Oo,PC,SRKW,
401,ICLISTENHF1251_20130730T091320.110Z.wav,13.93245,15.21713,7593.88,1671.38,Oo,PC,SRKW,
402,ICLISTENHF1251_20130730T091320.110Z.wav,16.32086,17.64173,7221.91,489.63,Oo,PC,SRKW,
403,ICLISTENHF1251_20130730T091820.111Z.wav,259.5778,260.04825,5019.22,1868.7,Oo,PC,SRKW,
404,ICLISTENHF1251_20130730T091820.111Z.wav,263.77563,264.58987,4952.35,1592.3,Oo,PC,SRKW,
405,ICLISTENHF1251_20130730T091820.111Z.wav,264.807,265.60314,4952.35,1592.3,Oo,PC,SRKW,
406,ICLISTENHF1251_20130730T091820.111Z.wav,272.91314,273.76357,4820.85,1350.85,Oo,PC,SRKW,
407,ICLISTENHF1251_20130730T091820.111Z.wav,273.60071,274.39685,4692.26,1698.46,Oo,PC,SRKW,
408,ICLISTENHF1251_20130730T091820.111Z.wav,281.54403,282.8287,6276.42,1328.48,Oo,PC,SRKW,
409,ICLISTENHF1251_20130730T092320.112Z.wav,5.08444,5.97105,7499.42,1263.22,Oo,PC,SRKW,
410,ICLISTENHF1251_20130730T092320.112Z.wav,21.49578,22.09288,3979.27,1083.26,Oo,PC,SRKW,
411,ICLISTENHF1251_20130730T092320.112Z.wav,22.54524,23.06995,3710.13,629.54,Oo,PC,SRKW,
412,ICLISTENHF1251_20130730T092320.112Z.wav,175.04222,176.67069,6276.42,1180.39,Oo,CK,SRKW,
413,ICLISTENHF1251_20130730T092320.112Z.wav,177.50302,178.37153,5805.79,1443.47,Oo,PC,SRKW,
414,ICLISTENHF1251_20130730T092320.112Z.wav,212.91315,213.6731,7405.95,1753.7,Oo,PC,SRKW,
415,ICLISTENHF1251_20130730T092320.112Z.wav,262.27381,264.02894,6523.4,1242.08,Oo,W,SRKW,
416,ICLISTENHF1251_20130730T092320.112Z.wav,268.1725,269.11339,6953.01,1541.34,Oo,PC,SRKW,
417,ICLISTENHF1251_20130730T092820.113Z.wav,15.59711,16.7913,4264.47,1541.34,Oo,PC,SRKW,
418,ICLISTENHF1251_20130730T092820.113Z.wav,105.36188,106.24849,4504.76,1263.22,Oo,PC,SRKW,
419,ICLISTENHF1251_20130730T092820.113Z.wav,121.88179,122.91315,6692.51,1200.66,Oo,PC,SRKW,
420,ICLISTENHF1251_20130730T093320.114Z.wav,1.41134,2.27986,10056.68,2430.07,Oo,PC,SRKW,
421,ICLISTENHF1251_20130730T093320.114Z.wav,83.84801,84.86127,6523.4,1160.41,Oo,PC,SRKW,
422,ICLISTENHF1251_20130730T093320.114Z.wav,132.03256,133.28106,5019.22,744.73,Oo,PC,SRKW,
423,ICLISTENHF1251_20130730T094320.116Z.wav,236.43546,237.62966,5730.29,1046.3,Oo,PC,SRKW,
424,ICLISTENHF1251_20130730T094320.116Z.wav,265.9831,266.72496,5364.95,1328.48,Oo,PC,SRKW,
425,ICLISTENHF1251_20130730T094820.117Z.wav,74.18577,75.30759,4383.25,1350.85,Oo,PC,SRKW,
426,ICLISTENHF1251_20130730T094820.117Z.wav,226.26659,227.78649,2905.62,1083.26,Oo,PC,SRKW,
427,ICLISTENHF1251_20130730T095320.118Z.wav,112.70807,113.50422,5882.12,1140.7,Oo,PC,SRKW,
428,ICLISTENHF1251_20130730T095320.118Z.wav,141.56815,142.20145,7405.95,1200.66,Oo,PC,SRKW,
429,ICLISTENHF1251_20130730T095320.118Z.wav,150.3076,151.10374,5805.79,975.59,Oo,PC,SRKW,
430,ICLISTENHF1251_20130730T095320.118Z.wav,155.42823,156.40531,5805.79,1284.67,Oo,PC,SRKW,
431,ICLISTENHF1251_20130730T095320.118Z.wav,296.924,297.62966,6276.42,1592.3,Oo,PC,SRKW,
432,ICLISTENHF1251_20130730T100320.120Z.wav,5.06634,5.97105,5155.21,908.88,Oo,PC,SRKW,
433,ICLISTENHF1251_20130730T100320.120Z.wav,7.07479,8.06996,6953.01,1566.65,Oo,PC,SRKW,
434,ICLISTENHF1251_20130730T100320.120Z.wav,13.51628,14.20386,5019.22,815.98,Oo,PC,SRKW,
435,ICLISTENHF1251_20130730T100320.120Z.wav,48.9626,50.24728,5155.21,691.54,Oo,PC,SRKW,
436,ICLISTENHF1251_20130730T100320.120Z.wav,83.8661,84.73462,6116.14,801.29,Oo,PC,SRKW,
437,ICLISTENHF1251_20130730T100320.120Z.wav,86.6345,87.2135,7883.21,1491.74,Oo,PC,SRKW,
438,ICLISTENHF1251_20130730T100320.120Z.wav,87.41254,88.58866,3556.05,1242.08,Oo,PC,SRKW,
439,ICLISTENHF1251_20130730T100320.120Z.wav,94.86731,95.88057,6116.14,1046.3,Oo,PC,SRKW,
440,ICLISTENHF1251_20130730T100320.120Z.wav,121.01327,122.26175,3358.94,1221.22,Oo,PC,SRKW,
441,ICLISTENHF1251_20130730T100320.120Z.wav,129.08322,130.1146,5224.35,1541.34,Oo,PC,SRKW,
442,ICLISTENHF1251_20130730T100320.120Z.wav,203.41375,204.39083,9586.17,1263.22,Oo,PC,SRKW,
443,ICLISTENHF1251_20130730T100320.120Z.wav,214.10736,214.81303,3606.8,606.07,Oo,PC,SRKW,
444,ICLISTENHF1251_20130730T100320.120Z.wav,275.93486,276.71291,6276.42,1419.84,Oo,PC,SRKW,
445,ICLISTENHF1251_20130730T100320.120Z.wav,277.70808,278.81182,6357.87,1541.34,Oo,PC,SRKW,
446,ICLISTENHF1251_20130730T100820.121Z.wav,8.21472,9.01086,4148.43,1221.22,Oo,PC,SRKW,
447,ICLISTENHF1251_20130730T100820.121Z.wav,17.11701,18.27503,5294.26,1467.44,Oo,PC,SRKW,
448,ICLISTENHF1251_20130802T081143.010Z.wav,7.82452,9.69952,10422.05,691.54,Oo,PC,BKW,
449,ICLISTENHF1251_20130802T081143.010Z.wav,10.87139,11.57452,7499.42,480.04,Oo,PC,BKW,
450,ICLISTENHF1251_20130802T081143.010Z.wav,11.26803,13.32332,6778.43,876.98,Oo,PC,BKW,
451,ICLISTENHF1251_20130802T081143.010Z.wav,63.28125,65.39063,11857.88,1028.25,Oo,PC,BKW,
452,ICLISTENHF1251_20130802T081143.010Z.wav,73.61178,76.55047,17568.61,529.59,Oo,PC,BKW,
453,ICLISTENHF1251_20130802T081143.010Z.wav,100.25841,103.16106,18746.25,489.63,Oo,PC,BKW,
454,ICLISTENHF1251_20130802T081143.010Z.wav,110.67909,112.71635,10056.68,958.54,Oo,PC,BKW,
455,ICLISTENHF1251_20130802T081143.010Z.wav,113.50962,114.10456,9357.87,2183.98,Oo,CK,BKW,
456,ICLISTENHF1251_20130802T081143.010Z.wav,141.20191,144.1947,9586.17,311.91,Oo,PC,BKW,
457,ICLISTENHF1251_20130802T081143.010Z.wav,166.29808,169.11058,9937.29,353.93,Oo,PC,BKW,
458,ICLISTENHF1251_20130802T081143.010Z.wav,215.4447,218.32933,10299.05,653.76,Oo,PC,BKW,
459,ICLISTENHF1251_20130802T081143.010Z.wav,235.5288501,237.9627404,14561.54,392.45,Oo,PC,BKW,
460,ICLISTENHF1251_20130802T081143.010Z.wav,256.40625,258.75,10798.44,666.16,Oo,PC,BKW,
461,ICLISTENHF1251_20130802T081143.010Z.wav,258.82212,259.57933,25931.69,815.98,Oo,PC,BKW,
462,ICLISTENHF1251_20130802T081143.010Z.wav,260.15625,261.31009,21981.22,941.74,Oo,PC,BKW,
463,ICLISTENHF1251_20130802T081143.010Z.wav,262.69832,263.6899,24386.24,876.98,Oo,PC,BKW,
464,ICLISTENHF1251_20130802T081143.010Z.wav,279.35696,282.47595,12708.12,519.35,Oo,PC,BKW,
465,ICLISTENHF1251_20130802T081643.012Z.wav,70.0601,71.97115,3407.34,606.07,Oo,PC,BKW,
466,ICLISTENHF1251_20130802T081643.012Z.wav,81.79688,82.3738,22918.32,5224.35,Oo,BZ,BKW,
467,ICLISTENHF1251_20130802T083643.016Z.wav,9.91586,11.66466,7883.21,925.19,Oo,PC,BKW,
468,ICLISTENHF1251_20130802T083643.016Z.wav,24.19471,26.26803,12562.99,1242.08,Oo,PC,BKW,
469,ICLISTENHF1251_20130802T083643.016Z.wav,91.37019,94.09255,17003.33,443.23,Oo,PC,BKW,
470,ICLISTENHF1251_20130802T083643.016Z.wav,129.77162,132.96274,13002.57,443.23,Oo,PC,BKW,
471,ICLISTENHF1251_20130802T083643.016Z.wav,169.21875,172.91466,11720.9,561.32,Oo,PC,BKW,
472,ICLISTENHF1251_20130812T180120.864Z.wav,11.46635,12.0613,15918.14,1541.34,Oo,PC,OKW,
473,ICLISTENHF1251_20130812T180120.864Z.wav,19.0024,19.77764,10177.27,941.74,Oo,PC,OKW,
474,ICLISTENHF1251_20130812T180120.864Z.wav,22.77043,23.58172,9357.87,1671.38,Oo,PC,OKW,
