annot_id,filename,offset,end,freq_min,freq_max,start,sound_id_species,kw_ecotype,pod,label,comments,annotator
263,AMAR418.1.20180907T030639Z.wav,545.6370848,546.4999873,727.9,5075.4,545.637,KW,,,,,2
264,AMAR418.1.20180907T030639Z.wav,548.0117282,549.6085012,829,6430.1,548.012,KW,,,,,2
265,AMAR418.1.20180907T030639Z.wav,551.9525392,552.9606029,444.9,1415.4,551.953,KW,,,,,2
266,AMAR418.1.20180907T030639Z.wav,553.4606025,554.8638272,2001.8,6187.5,553.461,KW,,,,,2
267,AMAR418.1.20180907T030639Z.wav,558.7661208,559.8306361,4489,5358.5,558.766,KW,,,,,2
268,AMAR418.1.20180907T030639Z.wav,560.7580547,561.806441,3680.1,4691.2,560.758,KW,,,,,2
269,AMAR418.1.20180907T030639Z.wav,566.2499859,567.2661142,2952.2,3922.8,566.25,KW,,,,,2
270,AMAR418.1.20180907T030639Z.wav,570.7827289,571.258535,4110,10600.8,570.783,KW,,,,,2
271,AMAR418.1.20180907T030639Z.wav,574.0327264,574.7665968,3725.8,5141.2,574.033,KW,,,,,2
272,AMAR418.1.20180907T030639Z.wav,576.1294989,577.5564428,3963.2,5398.9,576.129,KW,,,,,2
273,AMAR418.1.20180907T030639Z.wav,590.2661173,591.0322457,7461.4,8371.3,590.266,KW,,,,,2
274,AMAR418.1.20180907T030639Z.wav,591.5080518,592.3709544,7340.1,9463.2,591.508,KW,,,,,2
275,AMAR418.1.20180907T030639Z.wav,597.5564412,598.8064402,4832.7,5783.1,597.556,KW,,,,,2
276,AMAR418.1.20180907T030639Z.wav,606.0725706,607.217731,3639.7,10716.9,606.073,KW,,,,,2
277,AMAR418.1.20180907T030639Z.wav,608.1532142,609.6048259,4448.5,5621.3,608.153,KW,,,,,2
278,AMAR418.1.20180907T030639Z.wav,616.580634,617.6854718,4104.8,5540.4,616.581,KW,,,,,2
279,AMAR418.1.20180907T030639Z.wav,617.9193426,618.7983742,2608.5,3194.9,617.919,KW,,,,,2
280,AMAR418.1.20180907T030639Z.wav,624.4354736,625.991924,4307,5136,624.435,KW,,,,,2
281,AMAR418.1.20180907T030639Z.wav,632.6693451,635.3709559,4145.2,9928.3,632.669,KW,,,,,2
282,AMAR418.1.20180907T030639Z.wav,647.4435342,647.9112757,7522.1,8775.7,647.444,KW,,,,,2
283,AMAR418.1.20180907T030639Z.wav,648.7177338,649.3145075,7501.8,8897.1,648.718,KW,,,,,2
284,AMAR418.1.20180907T030639Z.wav,650.5080549,651.3225704,4731.6,6147.1,650.508,KW,,,,,2
285,AMAR418.1.20180907T030639Z.wav,651.6693444,652.3790212,3619.5,6612.1,651.669,KW,,,,,2
286,AMAR418.1.20180907T030639Z.wav,697.8225693,698.7177299,3356.6,9180.1,697.823,KW,,,,,2
287,AMAR418.1.20180907T030639Z.wav,701.1532118,702.499985,4367.6,5580.9,701.153,KW,,,,,2
288,AMAR418.1.20180907T030639Z.wav,709.6612767,710.2177279,4549.6,5176.5,709.661,KW,,,,,2
289,AMAR418.1.20180907T030639Z.wav,789.7903097,801.8064363,2648.9,8290.4,789.79,KW,,,,,2
290,AMAR418.1.20180907T030639Z.wav,802.9274102,809.5564373,2911.8,6248.2,802.927,KW,,,,,2
291,AMAR418.1.20180907T030639Z.wav,821.9995888,822.4995884,3599.3,8492.6,822,KW,,,,,2
292,AMAR418.1.20180907T030639Z.wav,822.620556,823.1286201,4307,10130.5,822.621,KW,,,,,2
293,AMAR418.1.20180907T030639Z.wav,823.2253943,823.9995872,3579,8088.2,823.225,KW,,,,,2
294,AMAR418.1.20180907T030639Z.wav,854.0161152,854.4435342,3801.5,4691.2,854.016,KW,,,,,2
295,AMAR418.1.20180907T030639Z.wav,943.9435346,944.5725663,3922.8,4711.4,943.944,KW,,,,,2
296,AMAR418.1.20180907T030639Z.wav,945.1290175,945.5967591,3680.1,4529.4,945.129,KW,,,,,2
297,AMAR418.1.20180907T030639Z.wav,945.6774042,946.1612748,3720.6,4408.1,945.677,KW,,,,,2
298,AMAR418.1.20180907T030639Z.wav,954.9354755,956.8467644,1112.1,10069.9,954.935,KW,,,,,2
299,AMAR418.1.20180907T030639Z.wav,957.1451512,957.82257,1799.6,10191.2,957.145,KW,,,,,2
300,AMAR418.1.20180907T030639Z.wav,959.2580528,960.7983742,1334.6,10312.5,959.258,KW,,,,,2
301,AMAR418.1.20180907T030639Z.wav,960.8628902,961.7177283,1617.6,4509.2,960.863,KW,,,,,2
302,AMAR418.1.20180907T030639Z.wav,990.9999916,991.6451524,3376.8,5762.9,991,KW,,,,,2
303,AMAR418.1.20180907T030639Z.wav,991.6854749,992.4193453,3599.3,5580.9,991.685,KW,,,,,2
304,AMAR418.1.20180907T030639Z.wav,992.4677324,993.0322481,3397.1,7602.9,992.468,KW,,,,,2
305,AMAR418.1.20180907T030639Z.wav,993.0483771,993.5564412,3477.9,8270.2,993.048,KW,,,,,2
306,AMAR418.1.20180907T030639Z.wav,993.5645057,994.0241828,3619.5,4408.1,993.565,KW,,,,,2
307,AMAR418.1.20180907T030639Z.wav,994.596763,995.008053,3801.5,4266.5,994.597,KW,,,,,2
308,AMAR418.1.20180907T030639Z.wav,1181.314515,1181.314515,10009.2,10009.2,1181.315,BACKGROUND,,,,"fROM HERE UNTIL THE END: vessel noise that masks, even whiteout",2
309,AMAR418.1.20180912T150639Z.wav,256.218,256.8614714,300,2064.1,256.218,UN,,,,Noise,1
310,AMAR418.1.20180912T150639Z.wav,883,883.4187189,300,2038.9,883,UN,,,,Unidentified noise. It sounds like someone sawing something. An animal rubbing agains the hydrophone? Surrounded by something flapping in the current.,1
311,AMAR418.1.20180915T220639Z.wav,717.74,718.26,300,3000,717.74,Repeat,,,,Detector overlapped,1
312,AMAR418.1.20180915T220639Z.wav,788.2586242,789.1330071,300,8944.8,788.259,KW,,,,,1
313,AMAR418.1.20180915T220639Z.wav,1265.54,1266.46,300,3000,1265.54,NN,,,,Vessel noise,1
314,AMAR418.1.20180915T220639Z.wav,1752.66,1753.34,300,3000,1752.66,Repeat,,,,Detection twice,1
315,AMAR418.1.20180915T220639Z.wav,1772.73,1773.27,300,3000,1772.73,Repeat,,,,Detector twice,1
316,AMAR418.1.20180915T220639Z.wav,0.532634636,2.241375808,2325.4,6323,0.533,KW,,,,,2
317,AMAR418.1.20180915T220639Z.wav,13.04556018,13.59358888,1711.4,7590.3,13.046,KW,,,,Difficult to ID with spectrogram image alone,2
318,AMAR418.1.20180915T220639Z.wav,15.76600631,16.58497055,261.3,9589.1,15.766,KW,,,,,2
319,AMAR418.1.20180915T220639Z.wav,35.51785087,36.43533712,222.1,5291,35.518,KW,,,,,2
320,AMAR418.1.20180915T220639Z.wav,38.24445462,39.32819677,653.2,8491.7,38.244,KW,,,,,2
321,AMAR418.1.20180915T220639Z.wav,41.29741255,42.30418437,1071.3,8348,41.297,KW,,,,,2
322,AMAR418.1.20180915T220639Z.wav,43.12930624,43.89900947,1567.7,10542.8,43.129,KW,,,,,2
323,AMAR418.1.20180915T220639Z.wav,43.96674335,45.52955582,940.6,10764.8,43.967,KW,,,,,2
324,AMAR418.1.20180915T220639Z.wav,47.10282923,49.31341691,875.3,10451.3,47.103,KW,,,,,2
325,AMAR418.1.20180915T220639Z.wav,52.48029091,53.39161954,666.3,2234,52.48,KW,,,,,2
326,AMAR418.1.20180915T220639Z.wav,54.6681024,55.79802675,574.8,1724.5,54.668,KW,,,,,2
327,AMAR418.1.20180915T220639Z.wav,56.60467573,57.72228482,679.3,2586.7,56.605,KW,,,,,2
328,AMAR418.1.20180915T220639Z.wav,58.72475334,59.67610654,574.8,1894.3,58.725,KW,,,,,2
329,AMAR418.1.20180915T220639Z.wav,60.84605545,61.69888663,614,1933.5,60.846,KW,,,,,2
330,AMAR418.1.20180915T220639Z.wav,64.17302772,65.91871465,770.8,5774.3,64.173,KW,,,,,2
331,AMAR418.1.20180915T220639Z.wav,80.79802284,82.01600827,574.8,8282.7,80.798,KW,,,,,2
332,AMAR418.1.20180915T220639Z.wav,84.96551105,86.36822524,2090.3,8178.1,84.966,KW,,,,,2
333,AMAR418.1.20180915T220639Z.wav,89.91193892,90.27523884,5408.6,6519,89.912,KW,,,,Difficult to ID with spectrogram image alone,2
334,AMAR418.1.20180915T220639Z.wav,90.80357017,91.44088445,3109.3,6349.2,90.804,KW,,,,,2
335,AMAR418.1.20180915T220639Z.wav,91.55480053,92.08435635,3357.5,8086.7,91.555,KW,,,,,2
336,AMAR418.1.20180915T220639Z.wav,95.49445657,95.90701751,4964.4,6218.5,95.494,KW,,,,Difficult to ID with spectrogram image alone,2
337,AMAR418.1.20180915T220639Z.wav,119.5769664,120.3004875,3331.4,8387.2,119.577,KW,,,,,2
338,AMAR418.1.20180915T220639Z.wav,120.7346001,121.1163729,5447.7,6035.6,120.735,KW,,,,Difficult to ID with spectrogram image alone,2
339,AMAR418.1.20180915T220639Z.wav,121.2241313,121.7198202,4311.2,5735.2,121.224,KW,,,,,2
340,AMAR418.1.20180915T220639Z.wav,121.9064033,122.3158854,3305.2,4481,121.906,KW,,,,,2
341,AMAR418.1.20180915T220639Z.wav,123.0178548,123.5381742,3788.6,5656.8,123.018,KW,,,,,2
342,AMAR418.1.20180915T220639Z.wav,123.5443318,124.2278283,3148.5,8086.7,123.544,KW,,,,,2
343,AMAR418.1.20180915T220639Z.wav,124.264774,124.7604629,3344.4,8361,124.265,KW,,,,,2
344,AMAR418.1.20180915T220639Z.wav,127.6841107,128.1028292,3658,8426.4,127.684,KW,,,,Difficult to ID with spectrogram image alone,2
345,AMAR418.1.20180915T220639Z.wav,145.4039387,146.105908,3148.5,4324.2,145.404,KW,,,,,2
346,AMAR418.1.20180915T220639Z.wav,147.5683442,147.8916195,3945.4,4507.1,147.568,KW,,,,,2
347,AMAR418.1.20180915T220639Z.wav,148.3811508,148.7382931,3853.9,4872.9,148.381,KW,,,,,2
348,AMAR418.1.20180915T220639Z.wav,184.0178509,186.0855887,927.6,8870.5,184.018,KW,,,,,2
349,AMAR418.1.20180915T220639Z.wav,191.2444546,192.2450688,4402.6,5212.6,191.244,KW,,,,,2
350,AMAR418.1.20180915T220639Z.wav,297.3971669,298.3269684,431.1,5317.1,297.397,KW,,,,Difficult to ID with spectrogram image alone,2
351,AMAR418.1.20180915T220639Z.wav,298.4347268,299.0258589,496.4,5147.3,298.435,KW,,,,,2
352,AMAR418.1.20180915T220639Z.wav,302.3897769,303.738297,666.3,4990.5,302.39,KW,,,,,2
353,AMAR418.1.20180915T220639Z.wav,304.7296748,305.8811508,444.2,2168.6,304.73,KW,,,,Difficult to ID with spectrogram image alone,2
354,AMAR418.1.20180915T220639Z.wav,307.5424853,308.6447003,496.4,2286.2,307.542,KW,,,,,2
355,AMAR418.1.20180915T220639Z.wav,316.3454412,317.0535682,1045.1,4703.1,316.345,KW,,,,,2
356,AMAR418.1.20180915T220639Z.wav,329.6206879,330.5474106,405,2913.3,329.621,KW,,,,,2
357,AMAR418.1.20180915T220639Z.wav,332.4378017,333.45381,470.3,2064.1,332.438,KW,,,,Difficult to ID with spectrogram image alone,2
358,AMAR418.1.20180915T220639Z.wav,337.8417482,338.8546777,391.9,2011.9,337.842,KW,,,,,2
359,AMAR418.1.20180915T220639Z.wav,341.6194517,342.4661252,509.5,2247,341.619,KW,,,,,2
360,AMAR418.1.20180915T220639Z.wav,349.544946,351.124377,431.1,5539.2,349.545,KW,,,,,2
361,AMAR418.1.20180915T220639Z.wav,352.5116971,353.1951936,888.4,9628.3,352.512,KW,,,,,2
362,AMAR418.1.20180915T220639Z.wav,358.692729,359.4316441,313.5,2599.8,358.693,KW,,,,,2
363,AMAR418.1.20180915T220639Z.wav,365.7961802,366.4858343,365.8,2560.6,365.796,KW,,,,,2
364,AMAR418.1.20180915T220639Z.wav,373.3041805,373.9445736,378.9,2913.3,373.304,KW,,,,,2
365,AMAR418.1.20180915T220639Z.wav,381.1373104,381.5252408,457.2,1437.1,381.137,KW,,,,Difficult to ID with spectrogram image alone,2
366,AMAR418.1.20180915T220639Z.wav,382.927955,383.5775845,300.5,2064.1,382.928,KW,,,,,2
367,AMAR418.1.20180915T220639Z.wav,395.6502398,396.3398939,326.6,5382.4,395.65,KW,,,,,2
368,AMAR418.1.20180915T220639Z.wav,397.4100963,397.9396521,744.7,5813.5,397.41,KW,,,,,2
369,AMAR418.1.20180915T220639Z.wav,399.7407577,400.7382931,352.7,3462,399.741,KW,,,,,2
370,AMAR418.1.20180915T220639Z.wav,408.2666205,409.6859533,405,10555.8,408.267,KW,,,,,2
371,AMAR418.1.20180915T220639Z.wav,412.3725325,413.3854619,261.3,3370.5,412.373,KW,,,,,2
372,AMAR418.1.20180915T220639Z.wav,420.0979039,420.9538139,196,2913.3,420.098,KW,,,,,2
373,AMAR418.1.20180915T220639Z.wav,423.3479059,424.1052938,274.3,3867,423.348,KW,,,,,2
374,AMAR418.1.20180915T220639Z.wav,436.5073821,437.0818956,287.4,8883.6,436.507,KW,,,,,2
375,AMAR418.1.20180915T220639Z.wav,438.689036,439.363296,783.8,10529.7,438.689,KW,,,,,2
376,AMAR418.1.20180915T220639Z.wav,440.1668662,440.8534415,300.5,4154.4,440.167,KW,,,,,2
377,AMAR418.1.20180915T220639Z.wav,443.2290606,443.8417443,365.8,2534.4,443.229,KW,,,,,2
378,AMAR418.1.20180915T220639Z.wav,445.9802948,449.3331221,261.3,9118.8,445.98,KW,,,,,2
379,AMAR418.1.20180915T220639Z.wav,450.3663787,451.0283235,901.4,6283.8,450.366,KW,,,,,2
380,AMAR418.1.20180915T220639Z.wav,450.905171,452.1366962,431.1,9837.3,450.905,KW,,,,,2
381,AMAR418.1.20180915T220639Z.wav,453.7315213,454.6520863,300.5,2207.8,453.732,KW,,,,,2
382,AMAR418.1.20180915T220639Z.wav,459.526477,460.1268455,248.2,3383.6,459.526,KW,,,,,2
383,AMAR418.1.20180915T220639Z.wav,461.0104648,461.8786901,1776.7,8517.8,461.01,KW,,,,,2
384,AMAR418.1.20180915T220639Z.wav,462.522162,464.1958117,378.9,9941.8,462.522,KW,,,,,2
385,AMAR418.1.20180915T220639Z.wav,464.2419939,465.128692,640.1,9693.6,464.242,KW,,,,,2
386,AMAR418.1.20180915T220639Z.wav,467.6717915,468.321421,444.2,9798.1,467.672,KW,,,,,2
387,AMAR418.1.20180915T220639Z.wav,473.3528312,474.408864,561.8,6388.4,473.353,KW,,,,,2
388,AMAR418.1.20180915T220639Z.wav,481.3349686,482.3990134,378.9,3318.3,481.335,KW,,,,,2
389,AMAR418.1.20180915T220639Z.wav,487.0683481,488.2229029,313.5,6192.4,487.068,KW,,,,,2
390,AMAR418.1.20180915T220639Z.wav,493.1077545,493.9544281,300.5,5225.7,493.108,KW,,,,,2
391,AMAR418.1.20180915T220639Z.wav,500.4174863,501.7475334,261.3,9772,500.417,KW,,,,,2
392,AMAR418.1.20180915T220639Z.wav,502.544946,503.4839839,261.3,6440.6,502.545,KW,,,,,2
393,AMAR418.1.20180915T220639Z.wav,511.4248723,513.5665016,287.4,10869.4,511.425,KW,,,,,2
394,AMAR418.1.20180915T220639Z.wav,514.628692,515.8386655,248.2,4454.9,514.629,KW,,,,,2
395,AMAR418.1.20180915T220639Z.wav,524.2752428,525.0203155,196,6179.3,524.275,KW,,,,,2
396,AMAR418.1.20180915T220639Z.wav,525.8084916,526.6459287,235.2,4206.7,525.808,KW,,,,,2
397,AMAR418.1.20180915T220639Z.wav,526.7093593,527.2912549,1019,4886,526.709,KW,,,,,2
398,AMAR418.1.20180915T220639Z.wav,529.3571384,532.6410073,601,9693.6,529.357,KW,,,,,2
399,AMAR418.1.20180915T220639Z.wav,532.4861409,535.9239504,378.9,10242.3,532.486,KW,,,,,2
400,AMAR418.1.20180915T220639Z.wav,547.9905764,549.4037516,587.9,7551.1,547.991,KW,,,,,2
401,AMAR418.1.20180915T220639Z.wav,549.667305,550.7725988,352.7,3174.6,549.667,KW,,,,,2
402,AMAR418.1.20180915T220639Z.wav,554.6352846,556.9043697,261.3,12149.6,554.635,KW,,,,,2
403,AMAR418.1.20180915T220639Z.wav,559.0552354,559.9203818,418.1,3958.4,559.055,KW,,,,,2
404,AMAR418.1.20180915T220639Z.wav,561.4290002,561.9770289,300.5,5852.7,561.429,KW,,,,,2
405,AMAR418.1.20180915T220639Z.wav,569.7054791,570.5059705,365.8,1698.3,569.705,KW,,,,,2
406,AMAR418.1.20180915T220639Z.wav,573.6913174,575.2645908,339.7,9536.8,573.691,KW,,,,,2
407,AMAR418.1.20180915T220639Z.wav,580.6451313,581.4505558,561.8,6114,580.645,KW,,,,,2
408,AMAR418.1.20180915T220639Z.wav,583.1346664,583.7781383,457.2,2900.2,583.135,KW,,,,Difficult to ID with spectrogram image alone,2
409,AMAR418.1.20180915T220639Z.wav,584.326167,584.9511661,601,4559.4,584.326,KW,,,,,2
410,AMAR418.1.20180915T220639Z.wav,587.0373767,588.3797392,1606.9,3684.1,587.037,KW,,,,Difficult to ID with spectrogram image alone,2
411,AMAR418.1.20180915T220639Z.wav,594.4056059,597.1334341,365.8,5931.1,594.406,KW,,,,,2
412,AMAR418.1.20180915T220639Z.wav,599.2565906,599.8323286,457.2,4298.1,599.257,KW,,,,Difficult to ID with spectrogram image alone,2
413,AMAR418.1.20180915T220639Z.wav,600.8668097,601.6211189,1894.3,6963.2,600.867,KW,,,,Difficult to ID with spectrogram image alone,2
414,AMAR418.1.20180915T220639Z.wav,609.993041,611.1814628,1019,9419.2,609.993,KW,,,,Difficult to ID with spectrogram image alone,2
415,AMAR418.1.20180915T220639Z.wav,611.9388508,612.3483329,653.2,1842,611.939,KW,,,,,2
416,AMAR418.1.20180915T220639Z.wav,617.7276489,618.0355302,1528.5,2639,617.728,KW,,,,Difficult to ID with spectrogram image alone,2
417,AMAR418.1.20180915T220639Z.wav,619.1562181,620.0121281,522.6,7668.6,619.156,KW,,,,Difficult to ID with spectrogram image alone,2
418,AMAR418.1.20180915T220639Z.wav,620.7325704,621.4684066,457.2,8256.5,620.733,KW,,,,,2
419,AMAR418.1.20180915T220639Z.wav,631.0521566,631.6894709,444.2,3527.3,631.052,KW,,,,,2
420,AMAR418.1.20180915T220639Z.wav,637.784296,638.8618805,156.8,2769.6,637.784,KW,,,,,2
421,AMAR418.1.20180915T220639Z.wav,641.2775241,641.8748139,1450.1,2665.1,641.278,KW,,,,Difficult to ID with spectrogram image alone,2
422,AMAR418.1.20180915T220639Z.wav,644.1211228,644.8785108,365.8,4690,644.121,KW,,,,,2
423,AMAR418.1.20180915T220639Z.wav,645.1494463,645.9991987,365.8,5264.8,645.149,KW,,,,,2
424,AMAR418.1.20180915T220639Z.wav,649.9111454,651.0318333,731.6,4912.1,649.911,KW,,,,Difficult to ID with spectrogram image alone,2
425,AMAR418.1.20180915T220639Z.wav,659.1174259,659.7947647,378.9,3618.8,659.117,KW,,,,,2
426,AMAR418.1.20180915T220639Z.wav,661.1771517,661.6020279,561.8,2704.3,661.177,KW,,,,,2
427,AMAR418.1.20180915T220639Z.wav,669.6229654,670.2325704,326.6,1580.8,669.623,KW,,,,Difficult to ID with spectrogram image alone,2
428,AMAR418.1.20180915T220639Z.wav,674.3692704,675.5053524,705.5,4663.9,674.369,KW,,,,Difficult to ID with spectrogram image alone,2
429,AMAR418.1.20180915T220639Z.wav,676.3015404,676.7910717,261.3,3605.7,676.302,KW,,,,,2
430,AMAR418.1.20180915T220639Z.wav,680.5829447,681.7282631,418.1,6466.7,680.583,KW,,,,,2
431,AMAR418.1.20180915T220639Z.wav,682.2054791,683.1691476,418.1,2848,682.205,KW,,,,,2
432,AMAR418.1.20180915T220639Z.wav,684.1297372,685.0644719,522.6,4337.3,684.13,KW,,,,,2
433,AMAR418.1.20180915T220639Z.wav,685.4370082,685.9080666,365.8,2573.6,685.437,KW,,,,,2
434,AMAR418.1.20180915T220639Z.wav,690.0601607,690.8852826,418.1,4311.2,690.06,KW,,,,Difficult to ID with spectrogram image alone,2
435,AMAR418.1.20180915T220639Z.wav,691.2331885,691.8766604,352.7,2743.5,691.233,KW,,,,,2
436,AMAR418.1.20180915T220639Z.wav,698.7245701,699.7282631,901.4,8308.8,698.725,KW,,,,,2
437,AMAR418.1.20180915T220639Z.wav,701.3631128,702.6408202,313.5,4938.2,701.363,KW,,,,,2
438,AMAR418.1.20180915T220639Z.wav,706.2910678,708.0601607,509.5,10895.5,706.291,KW,,,,,2
439,AMAR418.1.20180915T220639Z.wav,710.2738272,711.8163125,378.9,9001.2,710.274,KW,,,,,2
440,AMAR418.1.20180915T220639Z.wav,712.0090532,714.4413154,272.7,26246.8,712.009,KW,,,,,2
441,AMAR418.1.20180915T220639Z.wav,725.5306042,726.5650853,532.5,4350.6,725.531,KW,,,,,2
442,AMAR418.1.20180915T220639Z.wav,730.4062194,731.2775234,675.3,2636.4,730.406,KW,,,,,2
443,AMAR418.1.20180915T220639Z.wav,742.7024035,744.1771549,571.4,5571.4,742.702,KW,,,,Difficult to ID with spectrogram image alone,2
444,AMAR418.1.20180915T220639Z.wav,744.4573269,745.2516606,1844.2,5649.4,744.457,KW,,,,Difficult to ID with spectrogram image alone,2
445,AMAR418.1.20180915T220639Z.wav,752.6506779,753.6666861,961,8285.7,752.651,KW,,,,,2
446,AMAR418.1.20180915T220639Z.wav,760.5176747,761.764594,2181.8,9974,760.518,KW,,,,Difficult to ID with spectrogram image alone,2
447,AMAR418.1.20180915T220639Z.wav,764.4770281,766.0306042,4272.7,10155.8,764.477,KW,,,,Difficult to ID with spectrogram image alone,2
448,AMAR418.1.20180915T220639Z.wav,771.3187803,772.6334334,272.7,4402.6,771.319,KW,,,,,2
449,AMAR418.1.20180915T220639Z.wav,775.4308499,776.7793699,272.7,4545.5,775.431,KW,,,,,2
450,AMAR418.1.20180915T220639Z.wav,778.5730934,779.9308499,480.5,5714.3,778.573,KW,,,,,2
451,AMAR418.1.20180915T220639Z.wav,780.3649625,781.4579411,415.6,4662.3,780.365,KW,,,,,2
452,AMAR418.1.20180915T220639Z.wav,795.3089257,796.3434069,376.6,10103.9,795.309,KW,,,,,2
453,AMAR418.1.20180915T220639Z.wav,798.0416871,799.6057241,272.7,2428.6,798.042,KW,,,,,2
454,AMAR418.1.20180915T220639Z.wav,803.2806022,803.794764,805.2,3727.3,803.281,KW,,,,Difficult to ID with spectrogram image alone,2
455,AMAR418.1.20180915T220639Z.wav,803.9394682,805.1094171,298.7,8636.4,803.939,KW,,,,,2
456,AMAR418.1.20180915T220639Z.wav,810.4856543,811.4431651,727.3,5402.6,810.486,KW,,,,Difficult to ID with spectrogram image alone,2
457,AMAR418.1.20180915T220639Z.wav,813.0441478,814.2818306,233.8,4857.1,813.044,KW,,,,,2
458,AMAR418.1.20180915T220639Z.wav,821.0065879,822.8384816,493.5,7948.1,821.007,KW,,,,,2
459,AMAR418.1.20180915T220639Z.wav,828.5102848,829.8772777,415.6,4584.4,828.51,KW,,,,,2
460,AMAR418.1.20180915T220639Z.wav,832.5207535,833.401294,662.3,4597.4,832.521,KW,,,,,2
461,AMAR418.1.20180915T220639Z.wav,837.0330688,838.4801109,441.6,2740.3,837.033,KW,,,,,2
462,AMAR418.1.20180915T220639Z.wav,845.6525205,847.3877465,662.3,5155.8,845.653,KW,,,,,2
463,AMAR418.1.20180915T220639Z.wav,859.5854086,860.352033,584.4,5285.7,859.585,KW,,,,Difficult to ID with spectrogram image alone,2
464,AMAR418.1.20180915T220639Z.wav,860.8261702,861.5096667,662.3,3610.4,860.826,KW,,,,Difficult to ID with spectrogram image alone,2
465,AMAR418.1.20180915T220639Z.wav,867.0349114,867.7399596,571.4,2558.4,867.035,KW,,,,Difficult to ID with spectrogram image alone,2
466,AMAR418.1.20180915T220639Z.wav,869.0533882,870.3157015,4545.5,5649.4,869.053,KW,,,,Difficult to ID with spectrogram image alone,2
467,AMAR418.1.20180915T220639Z.wav,876.2196402,877.3926679,649.4,3233.8,876.22,KW,,,,Difficult to ID with spectrogram image alone,2
468,AMAR418.1.20180915T220639Z.wav,886.8471077,888.0724753,1116.9,4467.5,886.847,KW,,,,Difficult to ID with spectrogram image alone,2
469,AMAR418.1.20180915T220639Z.wav,888.5620065,889.3594191,1363.6,4610.4,888.562,KW,,,,,2
470,AMAR418.1.20180915T220639Z.wav,891.8304813,894.5552308,402.6,7350.6,891.83,KW,,,,,2
471,AMAR418.1.20180915T220639Z.wav,901.4181628,903.3824454,753.2,5948.1,901.418,KW,,,,Difficult to ID with spectrogram image alone,2
472,AMAR418.1.20180915T220639Z.wav,903.865819,904.7251797,740.3,7493.5,903.866,KW,,,,,2
473,AMAR418.1.20180915T220639Z.wav,914.5398406,915.7405777,1013,6000,914.54,KW,,,,Difficult to ID with spectrogram image alone,2
474,AMAR418.1.20180915T220639Z.wav,916.3655767,917.215329,714.3,5740.3,916.366,KW,,,,,2
475,AMAR418.1.20180915T220639Z.wav,943.4461178,944.0372499,727.3,4311.7,943.446,KW,,,,Difficult to ID with spectrogram image alone,2
476,AMAR418.1.20180915T220639Z.wav,953.8052366,955.6802337,792.2,6961,953.805,KW,,,,,2
477,AMAR418.1.20180915T220639Z.wav,961.7781336,962.7418021,480.5,3493.5,961.778,KW,,,,Difficult to ID with spectrogram image alone,2
478,AMAR418.1.20180915T220639Z.wav,978.5426158,979.2907673,1688.3,2597.4,978.543,KW,,,,Difficult to ID with spectrogram image alone,2
479,AMAR418.1.20180915T220639Z.wav,984.0780148,986.105728,545.5,10441.6,984.078,KW,,,,,2
480,AMAR418.1.20180915T220639Z.wav,998.9267227,999.3700718,1285.7,2922.1,998.927,KW,,,,Difficult to ID with spectrogram image alone,2
481,AMAR418.1.20180915T220639Z.wav,1017.447042,1018.416868,623.4,7155.8,1017.447,KW,,,,,2
482,AMAR418.1.20180915T220639Z.wav,1026.311574,1027.675488,272.7,12505.7,1026.312,KW,,,,,2
483,AMAR418.1.20180915T220639Z.wav,1033.007473,1033.934195,532.5,4194.8,1033.007,KW,,,,Difficult to ID with spectrogram image alone,2
484,AMAR418.1.20180915T220639Z.wav,1055.325118,1056.584352,1077.9,7246.8,1055.325,KW,,,,,2
485,AMAR418.1.20180915T220639Z.wav,1058.205662,1058.744455,1558.4,5026,1058.206,KW,,,,,2
486,AMAR418.1.20180915T220639Z.wav,1058.836819,1059.751226,376.6,9337.7,1058.837,KW,,,,,2
487,AMAR418.1.20180915T220639Z.wav,1060.724131,1061.741994,3597.4,4649.4,1060.724,KW,,,,,2
488,AMAR418.1.20180915T220639Z.wav,1065.242604,1065.999992,2792.2,5545.5,1065.243,KW,,,,Difficult to ID with spectrogram image alone,2
489,AMAR418.1.20180915T220639Z.wav,1074.767857,1075.602215,1207.8,6922.1,1074.768,KW,,,,Difficult to ID with spectrogram image alone,2
490,AMAR418.1.20180915T220639Z.wav,1146.724753,1147.525245,480.5,6155.8,1146.725,KW,,,,,2
