,filename,offset,end,freq_min,freq_max,start,sound_id_species,kw_ecotype,pod,call_type,comments,annotator,path
366,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3631.652296,3632.822246,1461.1,6112.6,31.652,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
367,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3633.603344,3635.598417,1099.2,10643.4,33.603,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
368,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3635.7462,3637.765904,1085.8,15509.4,35.746,KW,KWT,,T7,Faint,,/data/audio/ECHO-ULS
369,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3639.640907,3641.931546,3847.2,7788.2,39.641,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
370,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3641.737755,3642.981597,924.9,7211.8,41.738,KW,KWT,,T8,Faint,,/data/audio/ECHO-ULS
371,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3646.27593,3648.33258,3454.3,7930.1,46.276,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
372,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3650.229812,3651.178088,5282.3,6505.4,50.23,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
373,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3651.715939,3653.723327,1061.8,9233.9,51.716,KW,KWT,,T3,,,/data/audio/ECHO-ULS
374,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3655.521356,3657.639582,967.7,9354.8,55.521,KW,KWT,,T3,,,/data/audio/ECHO-ULS
375,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3657.579183,3659.192483,5026.9,7715.1,57.579,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
376,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3658.31483,3660.026652,1075.3,2177.4,58.315,KW,KWT,,T3?,,,/data/audio/ECHO-ULS
377,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3663.548818,3665.014335,940.9,7701.6,63.549,KW,KWT?,,,Unknown. Perhaps modified T2,,/data/audio/ECHO-ULS
378,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3665.040314,3667.872825,873.7,8239.2,65.04,KW,KWT,,T3?,Multiple calls overlapped,,/data/audio/ECHO-ULS
379,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3669.799636,3671.265153,739.2,5712.4,69.8,KW,KWT,,T8?,,,/data/audio/ECHO-ULS
380,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3674.336565,3675.863658,1061.8,8212.4,74.337,KW,KWT,,T1,Faint,,/data/audio/ECHO-ULS
381,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3676.193258,3678.102124,686.4,7833.1,76.193,KW,KWT,,T3?,Multiple calls overlapped,,/data/audio/ECHO-ULS
382,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3678.188331,3679.666163,646.0,5935.4,78.188,KW,KWT,,T1?,Faint,,/data/audio/ECHO-ULS
383,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3679.900153,3680.774537,982.5,5773.9,79.9,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
384,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3687.246379,3688.539482,942.1,7173.6,87.246,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
385,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3692.689726,3694.610908,1022.9,7442.8,92.69,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
386,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3704.266077,3706.187258,417.2,7860.0,104.266,KW,KWT,,T3?,Faint,,/data/audio/ECHO-ULS
387,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3714.419083,3715.835339,969.0,7738.9,114.419,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
388,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3716.556192,3718.465059,969.0,8061.9,116.556,KW,KWT,,T3?,Faint,,/data/audio/ECHO-ULS
389,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3719.745846,3721.014319,1520.9,9179.0,119.746,KW,KWT,,T2,Faint,,/data/audio/ECHO-ULS
390,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3721.987225,3722.923185,3512.8,6339.2,121.987,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
391,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3723.849827,3724.687265,4912.5,7496.6,123.85,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
392,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3728.972978,3730.91879,915.2,16454.2,128.973,KW,KWT,,T4,Faint,,/data/audio/ECHO-ULS
393,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3736.596127,3738.35721,1319.0,15383.6,136.596,KW,KWT,,T4,Faint,,/data/audio/ECHO-ULS
394,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3739.256225,3740.980362,3799.6,8954.3,139.256,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
395,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3741.99761,3743.303028,3041.7,7550.5,141.998,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
396,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3744.246123,3745.317551,269.2,2449.5,144.246,KW,KWT,,T8,Faint,,/data/audio/ECHO-ULS
397,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3745.822477,3747.189471,928.7,7160.2,145.822,KW,KWT,,T8,Faint,,/data/audio/ECHO-ULS
398,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3747.682082,3748.187008,1265.1,5329.7,147.682,KW,KWT,,T1,Faint,,/data/audio/ECHO-ULS
399,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3749.103518,3749.694651,3243.6,4710.6,149.104,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
400,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3757.584136,3758.24916,1440.1,5424.0,157.584,KW,KWT,,T1,Faint,,/data/audio/ECHO-ULS
401,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3758.988076,3760.034874,996.0,3176.3,158.988,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
402,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3762.982203,3764.299937,1978.5,21399.7,162.982,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
403,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3765.543779,3767.23097,3808.9,16352.6,165.544,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
404,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3769.371355,3771.711256,659.5,21870.8,169.371,KW,KWT,,T8,Faint,,/data/audio/ECHO-ULS
405,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3780.237695,3781.641636,4091.5,7577.4,180.238,KW,KWT,,T8?,Faint,,/data/audio/ECHO-ULS
406,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3782.836216,3784.732767,1063.3,7294.8,182.836,KW,KWT,,T8,Faint,,/data/audio/ECHO-ULS
407,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3786.095184,3787.412917,511.4,5747.0,186.095,KW,KWT,,T1,Faint,,/data/audio/ECHO-ULS
408,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3790.947399,3792.154295,996.0,8640.6,190.947,KW,KWT,,T1,Faint,,/data/audio/ECHO-ULS
409,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3798.742962,3799.691238,1332.4,16339.2,198.743,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
410,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3805.332581,3806.625684,5666.2,8196.5,205.333,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
411,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3817.500064,3819.273463,4253.0,7402.4,217.5,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
412,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3821.083807,3821.761146,4401.1,5087.5,221.084,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
413,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3824.358482,3824.96193,1332.4,5625.8,224.358,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
414,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3826.378186,3826.686067,4320.3,5383.6,226.378,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
415,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3827.794441,3828.163899,4885.6,5895.0,227.794,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
416,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3828.779662,3830.06045,1022.9,5531.6,228.78,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
417,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3830.848627,3831.501336,4306.9,6271.9,230.849,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
418,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3839.173747,3840.729133,982.5,6406.5,239.174,KW,KWT?,,,KW gibberish,,/data/audio/ECHO-ULS
419,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3845.257031,3846.131414,1224.8,7079.4,245.257,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
420,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3847.042744,3848.01565,821.0,6541.0,247.043,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
421,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3848.606783,3849.616635,1076.7,8398.4,248.607,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
422,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3850.343235,3855.072298,928.7,9205.9,250.343,KW,KWT?,,,Faint tones and whistles,,/data/audio/ECHO-ULS
423,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3855.515647,3856.426977,1090.2,9165.5,255.516,KW,KWT,,T1?,Faint,,/data/audio/ECHO-ULS
424,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3861.783319,3864.234057,1076.7,7752.4,261.783,KW,KWT,,T8,Faint,,/data/audio/ECHO-ULS
425,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3867.411396,3869.381838,4643.3,7967.7,267.411,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
426,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3876.79071,3878.280857,847.9,8425.3,276.791,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
427,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3879.894157,3881.778392,794.1,7402.4,279.894,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
428,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3882.258688,3883.662628,915.2,6998.7,282.259,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
429,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3884.081347,3884.894155,834.5,1911.2,284.081,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
430,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3886.912991,3889.425305,349.9,3378.2,286.913,KW,KWT,,T8,,,/data/audio/ECHO-ULS
431,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3891.124812,3892.87358,605.7,6756.4,291.125,KW,KWT,,T8,,,/data/audio/ECHO-ULS
432,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3894.150316,3894.963123,5141.3,7658.1,294.15,KW,KWT?,,,Faint tone,,/data/audio/ECHO-ULS
433,JASCOAMARHYDROPHONEC000682_20180112T092208.207Z.wav,3896.655953,3897.986002,821.0,5706.6,296.656,KW,KWT,,T1?,Faint,,/data/audio/ECHO-ULS
434,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3902.28465,3903.171349,713.3,8048.5,2.285,KW,KWT,,T1,Faint,,/data/audio/ECHO-ULS
435,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3914.968049,3916.495142,161.5,6164.2,14.968,KW,KWT,,T3,Could be T8â€?,,/data/audio/ECHO-ULS
436,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3924.919047,3927.061903,403.8,5908.5,24.919,KW,KWT,,T3,Could be T8â€?,,/data/audio/ECHO-ULS
437,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3928.515105,3929.943676,4145.4,11117.1,28.515,KW,KWT?,,,Whistle,,/data/audio/ECHO-ULS
438,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3931.012384,3932.317803,1628.5,7348.6,31.012,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
439,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3933.142925,3934.140462,1076.7,2651.4,33.143,KW,KWT,,T3,Could be T8â€?,,/data/audio/ECHO-ULS
440,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3934.965585,3935.803023,3849.3,9825.0,34.966,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
441,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3936.172481,3937.773466,4562.6,6406.5,36.172,KW,KWT?,,,Faint whistle,,/data/audio/ECHO-ULS
442,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3937.330116,3939.152775,417.2,21063.3,37.33,KW,KWT,,T8,,,/data/audio/ECHO-ULS
443,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3944.571492,3945.987748,2907.1,7402.4,44.571,KW,KWT?,,,Faint whistle,,/data/audio/ECHO-ULS
444,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3962.2969,3963.787048,1022.9,17712.0,62.297,KW,KWT,,T1?,Faint,,/data/audio/ECHO-ULS
445,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3965.624772,3967.706051,1170.9,6689.1,65.625,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
446,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3968.038564,3969.233144,336.5,22050.6,68.039,KW,KWT,,T2?,Faint,,/data/audio/ECHO-ULS
447,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3970.255312,3972.201124,296.1,17609.2,70.255,KW,KWT,,T3,Could be T8â€?,,/data/audio/ECHO-ULS
448,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3972.28733,3973.395704,4185.7,7860.0,72.287,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
449,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3973.90063,3975.218364,3203.2,7886.9,73.901,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
450,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3977.225752,3978.642008,121.1,13903.1,77.226,KW,KWT,,T3,Could be T8â€?,,/data/audio/ECHO-ULS
451,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3978.888313,3980.304569,242.3,5975.8,78.888,KW,KWT,,T3,Could be T8â€?,,/data/audio/ECHO-ULS
452,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3982.303026,3986.046867,928.7,15881.6,82.303,KW,KWT,,T3,Multiple calls overlapped,,/data/audio/ECHO-ULS
453,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3987.118295,3990.332579,376.9,21251.7,87.118,KW,KWT,,T3,Multiple calls overlapped,,/data/audio/ECHO-ULS
454,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3991.477899,3993.645386,336.5,19932.7,91.478,KW,KWT,,T3,,,/data/audio/ECHO-ULS
455,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3994.002529,3995.812873,1319.0,19928.8,94.003,KW,KWT,,T3,,,/data/audio/ECHO-ULS
456,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,3999.729127,4001.650309,215.3,7900.4,99.729,KW,KWT,,T3,,,/data/audio/ECHO-ULS
457,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4003.49268,4005.303024,269.2,4912.5,103.493,KW,KWT,,T3,,,/data/audio/ECHO-ULS
458,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4013.585915,4014.829757,269.2,4508.7,113.586,KW,KWT,,T3,,,/data/audio/ECHO-ULS
459,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4019.251301,4020.876916,242.3,6621.8,119.251,KW,KWT,,T3,,,/data/audio/ECHO-ULS
460,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4021.72667,4023.167556,282.6,3014.8,121.727,KW,KWT,,T3,,,/data/audio/ECHO-ULS
461,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4027.412775,4028.200952,3768.5,5841.2,127.413,KW,KWT?,,,Faint whistle,,/data/audio/ECHO-ULS
462,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4032.141837,4034.81425,188.4,7187.1,132.142,KW,KWT,,T3,Two consecutive calls,,/data/audio/ECHO-ULS
463,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4042.162754,4043.418911,2920.6,4105.0,142.163,KW,KWT?,,,Faint tones,,/data/audio/ECHO-ULS
464,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4044.358279,4046.02084,888.3,5854.6,144.358,KW,KWT,,T8,,,/data/audio/ECHO-ULS
465,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4048.689736,4050.142938,282.6,5343.2,148.69,KW,KWT,,T3,also sounds like WCT08-BC-7,,/data/audio/ECHO-ULS
466,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4052.544415,4054.477911,175.0,4818.3,152.544,KW,KWT,,T3,Two consecutive calls,,/data/audio/ECHO-ULS
467,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4054.931104,4057.209429,228.8,6998.7,154.931,KW,KWT,,T3,,,/data/audio/ECHO-ULS
468,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4057.996924,4059.610224,1359.4,15841.2,157.997,KW,KWT,,T1?,,,/data/audio/ECHO-ULS
469,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4061.149632,4063.058498,982.5,7577.4,161.15,KW,KWT,,T3?,Faint,,/data/audio/ECHO-ULS
470,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4072.697114,4075.332581,471.1,7752.4,172.697,KW,KWT,,T4,Could be T3â€?,,/data/audio/ECHO-ULS
471,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4075.972975,4077.943418,605.7,8048.5,175.973,KW,KWT,,T4,Could be T3â€?,,/data/audio/ECHO-ULS
472,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4078.096762,4080.498239,148.0,7913.9,178.097,KW,KWT,,T4,Two calls overlapped,,/data/audio/ECHO-ULS
473,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4080.793805,4082.320898,3768.5,7981.2,180.794,KW,KWT?,,,Faint tone,,/data/audio/ECHO-ULS
474,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4082.60415,4083.958829,861.4,6917.9,182.604,KW,KWT,,T4,Could be T3â€?,,/data/audio/ECHO-ULS
475,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4084.623853,4085.916956,3956.9,7308.2,184.624,KW,KWT?,,,Faint tone,,/data/audio/ECHO-ULS
476,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4086.631242,4089.131241,565.3,7590.8,186.631,KW,KWT,,T4,Two calls overlapped,,/data/audio/ECHO-ULS
477,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4098.417423,4099.575058,269.2,4831.8,198.417,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
478,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4101.336141,4102.66619,1184.4,7442.8,201.336,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
479,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4104.673578,4105.671115,323.0,5060.6,204.674,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
480,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4105.671115,4106.742543,255.7,7227.5,205.671,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
481,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4113.77466,4116.434757,242.3,7079.4,213.775,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
482,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4119.759879,4121.951997,605.7,7442.8,219.76,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
483,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4123.368252,4125.338695,161.5,5235.5,223.368,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
484,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4125.153966,4126.323916,188.4,5316.3,225.154,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
485,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4129.104307,4130.976228,578.7,7712.0,229.104,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
486,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4132.503321,4134.289034,484.5,7994.6,232.503,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
487,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4135.445508,4137.317428,1251.7,7173.6,235.446,KW,KWT?,,,Faint tone,,/data/audio/ECHO-ULS
488,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4138.056344,4139.509546,672.9,2543.7,238.056,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
489,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4139.70659,4141.566195,1184.4,7092.9,239.707,KW,KWT,,T4,Faint,,/data/audio/ECHO-ULS
490,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4144.134106,4145.562676,901.7,7550.5,244.134,KW,KWT?,,,faint,,/data/audio/ECHO-ULS
491,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4153.674943,4154.500066,3176.3,7308.2,253.675,KW,KWT?,,,Faint,,/data/audio/ECHO-ULS
492,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4154.723461,4156.262869,565.3,7671.6,254.723,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
493,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4156.349076,4157.543657,215.3,4172.3,256.349,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
494,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4157.334297,4158.565824,188.4,5208.6,257.334,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
495,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4165.775931,4170.037013,148.0,7281.3,265.776,KW,KWT,,T3,Multiple calls overlapped,,/data/audio/ECHO-ULS
496,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4170.640461,4173.522233,175.0,6850.6,270.64,KW,KWT,,T3,Multiple calls overlapped,,/data/audio/ECHO-ULS
497,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4177.807946,4179.790704,417.2,13297.4,277.808,KW,KWT,,T3,,,/data/audio/ECHO-ULS
498,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4182.236523,4184.367064,915.2,7940.8,282.237,KW,KWT,,T3,Multiple calls overlapped,,/data/audio/ECHO-ULS
499,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4184.391694,4186.362137,5719.1,27320.7,284.392,KW,KWT?,,EL,buzz,,/data/audio/ECHO-ULS
500,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4185.906472,4187.273466,1090.2,2786.0,285.906,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
501,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4190.364598,4193.024696,175.0,6716.0,290.365,KW,KWT,,T3,Multiple calls overlapped,,/data/audio/ECHO-ULS
502,JASCOAMARHYDROPHONEC000682_20180112T092708.175Z.wav,4197.778388,4199.25622,201.9,5141.3,297.778,KW,KWT,,T3,Multiple calls overlapped,,/data/audio/ECHO-ULS
503,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4226.581874,4227.764139,1520.9,2489.9,26.582,KW?,,,,Masked by vessel noise,,/data/audio/ECHO-ULS
504,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4231.200099,4232.333103,1534.3,3768.5,31.2,KW?,,,,Masked by vessel noise,,/data/audio/ECHO-ULS
505,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4236.716818,4237.665094,2045.8,6016.2,36.717,KW?,,,,Masked by vessel noise,,/data/audio/ECHO-ULS
506,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4239.327654,4240.891693,3445.5,6662.2,39.328,KW?,,,,Masked by vessel noise,,/data/audio/ECHO-ULS
507,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4248.687257,4253.071491,551.8,9259.8,48.687,KW,KWT?,,,Masked by vessel noise,,/data/audio/ECHO-ULS
508,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4256.512384,4258.322728,471.1,8021.5,56.512,KW,KWT?,,,Masked by vessel noise,,/data/audio/ECHO-ULS
509,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4258.408935,4259.726668,592.2,6554.5,58.409,KW,KWT,,T3,Could be T4â€? ,,/data/audio/ECHO-ULS
510,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4263.273465,4264.578883,5504.7,6446.8,63.273,KW,KWT?,,,Masked by vessel noise,,/data/audio/ECHO-ULS
511,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4266.443167,4268.216565,659.5,7765.8,66.443,KW,KWT,,T8,Masked by vessel noise,,/data/audio/ECHO-ULS
512,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4271.103518,4272.630611,578.7,5652.8,71.104,KW,KWT,,T8,Masked by vessel noise,,/data/audio/ECHO-ULS
513,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4273.462302,4275.925356,417.2,8492.6,73.462,KW,KWT,,T1?,Masked by vessel noise,,/data/audio/ECHO-ULS
514,JASCOAMARHYDROPHONEC000682_20180112T102208.207Z.wav,4276.14703,4277.945059,605.7,8358.0,76.147,KW,KWT,,T1?,Masked by vessel noise,,/data/audio/ECHO-ULS
